0,0
34484,1
34497,0
154089,1
154102,0
273693,1
273706,0
393295,1
393308,0
512898,1
512911,0
632507,1
632520,0
752112,1
752124,0
871708,1
871721,0
991305,1
991318,0
1110906,1
1110919,0
1230505,1
1230518,0
1350107,1
1350120,0
1469719,1
1469732,0
1589328,1
1589341,0
1708939,1
1708952,0
1828549,1
1828562,0
1948159,1
1948172,0
2067763,1
2067776,0
2187371,1
2187383,0
2306973,1
2306986,0
2426581,1
2426594,0
2546189,1
2546202,0
2665799,1
2665812,0
2785409,1
2785422,0
2905020,1
2905033,0
3024641,1
3024654,0
3144245,1
3144258,0
3263842,1
3263855,0
3383449,1
3383462,0
3503055,1
3503068,0
3622659,1
3622672,0
3742261,1
3742274,0
3861861,1
3861874,0
3981465,1
3981478,0
4101075,1
4101088,0
4220684,1
4220697,0
4340293,1
4340306,0
4459897,1
4459910,0
4579499,1
4579512,0
4699103,1
4699116,0
4818707,1
4818720,0
4938310,1
4938323,0
5057917,1
5057930,0
5177521,1
5177534,0
5297131,1
5297144,0
5416744,1
5416757,0
5536344,1
5536356,0
5655945,1
5655958,0
5775546,1
5775559,0
5895147,1
5895160,0
6014745,1
6014758,0
6134353,1
6134366,0
6253958,1
6253971,0
6373564,1
6373577,0
6493173,1
6493186,0
6612782,1
6612795,0
6732388,1
6732401,0
6851998,1
6852011,0
6971606,1
6971619,0
7091212,1
7091225,0
7210818,1
7210831,0
7330431,1
7330443,0
7450047,1
7450060,0
7569657,1
7569670,0
7689263,1
7689276,0
7808867,1
7808880,0
7928471,1
7928484,0
8048077,1
8048090,0
8167685,1
8167698,0
8287294,1
8287307,0
8406906,1
8406919,0
8526513,1
8526526,0
8646111,1
8646124,0
8765713,1
8765726,0
8885320,1
8885333,0
9004924,1
9004937,0
9124527,1
9124540,0
9244131,1
9244144,0
9363734,1
9363747,0
9483347,1
9483360,0
9602952,1
9602965,0
9722560,1
9722573,0
9842177,1
9842190,0
9961794,1
9961807,0
10081411,1
10081424,0
10201024,1
10201036,0
10320626,1
10320639,0
10440230,1
10440243,0
10559838,1
10559851,0
10679446,1
10679459,0
10799057,1
10799069,0
10918667,1
10918680,0
11038278,1
11038291,0
11157889,1
11157902,0
11277499,1
11277512,0
11397170,1
11397183,0
11516760,1
11516773,0
11636348,1
11636361,0
11755932,1
11755945,0
11875515,1
11875528,0
11995098,1
11995110,0
12114684,1
12114697,0
12234264,1
12234277,0
12353852,1
12353865,0
12473443,1
12473456,0
12593036,1
12593049,0
12712618,1
12712631,0
12832200,1
12832213,0
12951780,1
12951792,0
13071358,1
13071371,0
13190940,1
13190953,0
13310519,1
13310532,0
13430097,1
13430110,0
13549677,1
13549689,0
13669262,1
13669274,0
13788845,1
13788858,0
13908426,1
13908438,0
14028009,1
14028022,0
14147595,1
14147607,0
14267174,1
14267186,0
14386754,1
14386767,0
14506332,1
14506344,0
14625909,1
14625922,0
14745488,1
14745501,0
14865064,1
14865077,0
14984643,1
14984656,0
15104223,1
15104236,0
15223805,1
15223818,0
15343393,1
15343406,0
15462977,1
15462990,0
15582565,1
15582578,0
15702150,1
15702162,0
15821727,1
15821739,0
15941306,1
