0,0
5956786,1
5956824,0
6448400,1
6939995,0
7431617,1
7923221,0
8414835,1
8906455,0
9398046,1
9889623,0
10381260,1
10872874,0
11364479,1
11856121,0
12347769,1
12839473,0
13331139,1
13822838,0
14314540,1
14806211,0
15297898,1
15789578,0
16281258,1
16772936,0
17264697,1
17756444,0
18248201,1
18739936,0
19231614,1
19723269,0
20214918,1
20706585,0
21198277,1
21689938,0
22181591,1
22673234,0
23164925,1
23656625,0
24148342,1
24640028,0
25131727,1
25623316,0
26114928,1
26606563,0
27098198,1
27589829,0
