0,0
39777,1
221472,0
403174,1
584864,0
766559,1
948224,0
1129899,1
1311578,0
1493273,1
1674946,0
1856620,1
2038274,0
2219944,1
2401608,0
2583280,1
2764949,0
2946626,1
3128292,0
3309972,1
3491632,0
3673314,1
3854992,0
4036691,1
4218379,0
4400078,1
4581777,0
4763480,1
4945161,0
5126861,1
5308549,0
5490246,1
5671930,0
5853625,1
6035312,0
6216992,1
6398664,0
6580349,1
6762021,0
6943708,1
7125381,0
7307069,1
7488745,0
7670418,1
7852090,0
8033789,1
8215483,0
8397176,1
8578848,0
8760520,1
8942190,0
9123875,1
9305533,0
9487202,1
9668850,0
9850508,1
10032176,0
10213856,1
10395517,0
10577192,1
10758858,0
10940516,1
11122163,0
11303828,1
11485478,0
11667124,1
11848749,0
12030385,1
12211789,0
12393416,1
12575043,0
12756679,1
12938305,0
13119929,1
13301567,0
13483221,1
13664861,0
13846503,1
14028126,0
14209757,1
14391386,0
14573018,1
14754655,0
14936295,1
15117930,0
15299567,1
15481197,0
15662836,1
15844469,0
16026103,1
16207736,0
16389372,1
16571007,0
16752662,1
16934309,0
17115964,1
17297604,0
17479250,1
17660898,0
17842577,1
18024224,0
18205889,1
18387548,0
18569210,1
18750872,0
18932534,1
19114198,0
19295868,1
19477532,0
19659204,1
19840847,0
20022510,1
20204148,0
20385802,1
20567445,0
20749104,1
20930758,0
21112422,1
21294077,0
21475738,1
21657379,0
21839022,1
22020665,0
22202310,1
22383943,0
22565581,1
22747234,0
22928881,1
23110519,0
23292161,1
23473793,0
23655427,1
23837066,0
24018724,1
24200379,0
24382037,1
24563686,0
24745340,1
24926983,0
25108275,1
25289916,0
25471576,1
25653227,0
25834859,1
26016486,0
26198130,1
26379771,0
26561426,1
26743072,0
26924722,1
27106352,0
27287990,1
27469622,0
27651284,1
27832945,0
28014597,1
28196246,0
28377905,1
28559555,0
28741219,1
28922866,0
29104517,1
29286141,0
29467790,1
29649406,0
29831037,1
30012663,0
30194296,1
30375926,0
30557561,1
30739200,0
30920849,1
31102493,0
31284141,1
31465782,0
31647429,1
31829063,0
32010706,1
32192348,0
32373998,1
32555655,0
32737318,1
32918966,0
33100624,1
33282265,0
33463897,1
33645524,0
33827147,1
34008764,0
34190416,1
34372068,0
34553730,1
34735381,0
34917063,1
35098737,0
35280428,1
35462105,0
35643791,1
35825462,0
36007144,1
36188832,0
36370529,1
36552214,0
36733895,1
36915586,0
37097282,1
37278962,0
37460641,1
37642324,0
37824031,1
38005339,0
38187009,1
38368663,0
38550337,1
38732008,0
38913692,1
39095362,0
39277046,1
39458738,0
39640433,1
39822112,0
