0,0
655980,1
1459300,0
2262596,1
3065999,0
3869312,1
4672640,0
5476001,1
6279384,0
7082769,1
7886102,0
8689392,1
9492740,0
10296116,1
11099468,0
11902880,1
12706271,0
13509530,1
14312751,0
15115960,1
15919178,0
16722360,1
17525583,0
18328778,1
19131976,0
19935201,1
20738485,0
21541844,1
22345133,0
23148360,1
23951657,0
24754985,1
25558310,0
26361644,1
27164975,0
27968349,1
28771658,0
29575006,1
30378386,0
31181714,1
31985041,0
32788379,1
33591690,0
34394935,1
35198321,0
36001688,1
36805089,0
37608457,1
38411838,0
39215208,1
