0,1
1162,0
1209,1
2439,0
2486,1
3717,0
3763,1
4048,0
4094,1
5325,0
5371,1
6602,0
6648,1
7879,0
7925,1
9156,0
9202,1
9480,0
9526,1
10757,0
10803,1
12034,0
12080,1
13311,0
13357,1
14588,0
14634,1
14919,0
14965,1
16196,0
16242,1
17473,0
17519,1
18750,0
18796,1
20027,0
20073,1
20350,0
20397,1
21627,0
21674,1
22905,0
22951,1
24182,0
24228,1
25459,0
25505,1
25782,0
25828,1
27059,0
27105,1
28336,0
28382,1
29613,0
29659,1
30890,0
30936,1
31221,0
31268,1
32498,0
32545,1
33775,0
33822,1
35052,0
35099,1
36330,0
36376,1
36653,0
36699,1
37930,0
37976,1
39207,0
39253,1
40484,0
40530,1
41761,0
41808,1
42085,0
42131,1
43362,0
43408,1
44639,0
44685,1
45916,0
45962,1
47193,0
47239,1
47524,0
47571,1
48802,0
48848,1
50079,0
50125,1
51356,0
51402,1
52633,0
52679,1
52956,0
53003,1
54234,0
54280,1
55511,0
55557,1
56788,0
56834,1
58065,0
58111,1
58388,0
58435,1
59665,0
59712,1
60942,0
60989,1
62219,0
62266,1
63496,0
63543,1
63828,0
63874,1
65105,0
65151,1
66382,0
66428,1
67659,0
67705,1
68936,0
68982,1
69259,0
69306,1
70536,0
70583,1
71814,0
71860,1
73091,0
73137,1
74368,0
74414,1
74699,0
74745,1
75976,0
76023,1
77254,0
77300,1
78531,0
78577,1
79808,0
79854,1
80131,0
80178,1
81408,0
81455,1
82686,0
82732,1
83963,0
84009,1
85240,0
85286,1
85563,0
85610,1
86840,0
86887,1
88117,0
88164,1
89394,0
89441,1
90672,0
90718,1
91003,0
91049,1
92280,0
92326,1
93557,0
93603,1
94834,0
94880,1
96111,0
96157,1
96435,0
96481,1
97712,0
97758,1
98989,0
99035,1
100266,0
100312,1
101543,0
101589,1
101866,0
101912,1
103143,0
103190,1
104420,0
104467,1
105697,0
105744,1
106974,0
107020,1
107305,0
107352,1
108583,0
108629,1
109860,0
109906,1
111137,0
111183,1
112414,0
112460,1
112737,0
112783,1
114014,0
114060,1
115291,0
115337,1
116568,0
116615,1
117846,0
117892,1
118177,0
118223,1
119454,0
119500,1
120731,0
120777,1
122008,0
122054,1
123285,0
123331,1
123609,0
123655,1
124886,0
124932,1
126163,0
126209,1
127440,0
127486,1
128717,0
128764,1
129041,0
129087,1
130318,0
130364,1
131595,0
131641,1
132872,0
132918,1
134149,0
134196,1
134481,0
134527,1
135758,0
135804,1
137035,0
137081,1
138312,0
138358,1
139589,0
139635,1
139913,0
139959,1
141190,0
141236,1
142467,0
142513,1
143744,0
143790,1
145021,0
145067,1
145345,0
145391,1
146622,0
146668,1
