0,0
14514,1
95951,0
173396,1
254831,0
336276,1
413718,0
495163,1
576598,0
654044,1
735367,0
812477,1
893913,0
975357,1
1052465,0
1133908,1
1215346,0
1292454,1
1373883,0
1455325,1
1532764,0
1614205,1
1695642,0
1773083,1
1854513,0
1935958,1
2013395,0
2094834,1
2171938,0
2253380,1
2334818,0
2411925,1
2493356,0
2574797,1
2652236,0
2733675,1
2815629,0
2893058,1
2974481,0
3051578,1
3133006,0
3214446,1
3291883,0
3373316,1
3454745,0
3532185,1
3613622,0
3695065,1
3772505,0
3853942,1
3931043,0
4012479,1
4093911,0
4171019,1
4252455,0
4333899,1
4411334,0
4492777,1
4574210,0
4651651,1
4733085,0
4814527,1
4891971,0
4973417,1
5050524,0
5131966,1
5213404,0
5290514,1
5371954,0
5453399,1
5530840,0
5612282,1
5693721,0
5771165,1
5852599,0
5934043,1
6011487,0
6092932,1
6170040,0
6251485,1
6332930,0
6410381,1
6491825,0
6573275,1
6650728,0
6732182,1
6813622,0
6891580,1
6973021,0
7050476,1
7131923,0
7213376,1
7290827,0
7372277,1
7449393,0
7530846,1
7612296,0
7689421,1
7770866,0
7852324,1
7929443,0
8010872,1
8092318,0
8169770,1
8251217,0
8332677,1
8410131,0
8491589,1
8573048,0
8650505,1
8731962,0
8809093,1
8890544,0
8972001,1
9049123,0
9130585,1
9212039,0
9289495,1
9370944,0
9452292,1
9529746,0
9611206,1
9692662,0
9770125,1
9851577,0
9928704,1
10010151,0
10091600,1
10168620,0
10250070,1
10331512,0
10408626,1
10490072,0
10571519,1
10648633,0
10730081,1
10811531,0
10890012,1
10971464,0
11048922,1
11130370,0
11211824,1
11289272,0
11370724,1
11452173,0
11529623,1
11611072,0
11688188,1
11769633,0
11851086,1
11928198,0
12009651,1
12091098,0
12168546,1
12249986,0
12331439,1
12408886,0
12490338,1
12571781,0
12649233,1
12730679,0
12807792,1
12889227,0
12970663,1
13047764,0
13129204,1
13210634,0
13288077,1
13369517,0
13450960,1
13528397,0
13609840,1
13691276,0
13768720,1
13850158,0
13927273,1
14008711,0
14090160,1
14167264,0
14248707,1
14330150,0
14407598,1
14489042,0
14570487,1
14647928,0
14729370,1
14810812,0
14889283,1
14970724,0
15048173,1
15129616,0
15206730,1
15288171,0
15369621,1
15446731,0
15528180,1
15609635,0
15687090,1
15768535,0
15849991,1
15927452,0
16008913,1
16090365,0
16167821,1
16249272,0
16326391,1
16407836,0
16489290,1
16566404,0
16647857,1
16729307,0
16806762,1
16888209,0
16969654,1
17047097,0
17128549,1
17209991,0
17287445,1
17368894,0
17446014,1
17527462,0
17608913,1
17686359,0
17767812,1
17849257,0
17926709,1
18008150,0
18089603,1
18167058,0
18248516,1
18325619,0
18407058,1
18488489,0
18565590,1
18647023,0
18728464,1
18805901,0
18888363,1
18965801,0
19047242,1
19128674,0
19206116,1
19287553,0
19368993,1
19446430,0
19527870,1
19604969,0
19686400,1
19767831,0
19844939,1
19926378,0
20007821,1
20085260,0
20166706,1
20248149,0
20325603,1
20407043,0
20488491,1
20565932,0
20647376,1
20724481,0
20805921,1
20887362,0
20964476,1
21045917,0
21127357,1
21204787,0
21286218,1
21367647,0
21445086,1
21526521,0
21607962,1
21685400,0
21766844,1
21843949,0
21925392,1
22006829,0
22083940,1
22165382,0
22246829,1
22324270,0
22405711,1
22487148,0
22564592,1
22646027,0
22727470,1
22804910,0
22883380,1
22964823,0
23046270,1
23123382,0
23204823,1
23286262,0
23363369,1
23444801,0
23526248,1
23603688,0
23685123,1
23766555,0
23844001,1
23925422,0
24006867,1
24084305,0
24165744,1
24242848,0
24324282,1
24405721,0
24482836,1
24564278,0
24645723,1
24723169,0
24804618,1
