0,0
5914892,1
6314697,0
6714616,1
7114491,0
7514394,1
7914301,0
8314166,1
8714055,0
9113949,1
9513766,0
9913584,1
10313411,0
10713250,1
11113106,0
11512958,1
11912812,0
12312672,1
12712484,0
13112314,1
13512189,0
13912106,1
14312023,0
14711958,1
15111825,0
15511709,1
15911576,0
16311437,1
16711295,0
17111174,1
17511056,0
17910949,1
18310830,0
18710684,1
19110533,0
19510419,1
19910322,0
20310238,1
20710124,0
21110022,1
21509926,0
21909815,1
22309680,0
22709559,1
23109424,0
23509308,1
23909184,0
24309046,1
24708923,0
25108795,1
25508658,0
25908523,1
26308374,0
26708254,1
27108151,0
27508027,1
27907949,0
